report_title,report_url,pdf_filename,page_number,row_number,code_localite,localite,montant_des_credits,montant_des_depots,nombre_guichets,periode
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",2,45,761,IFNI,114762,814423,6,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",2,46,420,IFRANE,361858,917306,9,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",2,47,471,IMI-N-TANOUTE,145734,788920,6,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",2,48,288,IMOUZZER-KANDAR,166647,454368,4,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",2,49,57,IMZOUREN,156537,2823085,8,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",2,50,21,INEZGANE,1295745,5121378,23,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",2,51,59,ISSAGUEN,26952,284229,4,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,1,596,JEMAA-SHAIM,98820,288326,4,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,2,582,JERADA,221589,854433,7,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,3,222,JORF,9999,155818,3,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,4,851,JORFELMELHA,168578,580862,5,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,5,665,KARIABAMOHAMED,324595,633403,6,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,6,520,KARIATAREKMANE,28134,722406,4,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,7,104,KASBATADLA,427510,1776576,11,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,8,330,KENITRA,12938163,23828336,115,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,9,360,KHEMISSET,1271014,4494285,26,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,10,380,KHENIFRA,967812,2948032,24,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,11,335,KHNICHET,64926,277001,3,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,12,400,KHOURIBGA,2305450,13167740,50,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,13,731,KSARELKEBIR,913300,3727418,16,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,14,647,KSARSEGHIR,62365,315951,4,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,15,182,LAAOUNATE,64488,187575,3,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,16,194,LAATTAOUIA,197934,1216404,6,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,17,430,LAAYOUNE,9050164,8927620,53,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,18,356,LALLAMIMOUNA,105624,528873,3,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,19,735,LARACHE,3098627,7371462,25,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,20,187,LOUALIDIA,87938,401593,4,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,21,453,LOUDAYA,50266,212905,3,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,22,620,LOULAD,31658,437764,4,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,23,18,LQLIAA,65802,393970,4,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,24,450,MARRAKECH,32459906,71393538,267,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,25,727,MARTIL,588527,2238749,14,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,26,15,MASSA,60903,597077,4,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",3,27,728,MDIQ,334815,1538414,9,02-2026
